seed,method,graph_type,aggregation_method,client_id,mse,rmse,mae
42,Independent,fixed_adjacency,none,0,6.453258514404297,2.5403264582341176,2.061394453048706
42,Independent,fixed_adjacency,none,1,33.91217803955078,5.823416354645337,4.686214923858643
42,Independent,fixed_adjacency,none,2,137.21038818359375,11.713683800734668,10.200761795043945
42,Independent,fixed_adjacency,none,3,20.24811363220215,4.499790398696605,3.4818930625915527
42,Independent,fixed_adjacency,none,4,107.44078826904297,10.365364840131917,7.235861301422119
42,GCN-FedAvg,fixed_adjacency,fedavg,0,6.978175640106201,2.641623674959437,2.0916407108306885
42,GCN-FedAvg,fixed_adjacency,fedavg,1,20.35816764831543,4.512002620601569,3.7019975185394287
42,GCN-FedAvg,fixed_adjacency,fedavg,2,89.67769622802734,9.469830844742019,7.752511501312256
42,GCN-FedAvg,fixed_adjacency,fedavg,3,14.823307991027832,3.8501049324697414,2.956608295440674
42,GCN-FedAvg,fixed_adjacency,fedavg,4,127.90528106689453,11.309521699298097,8.265005111694336
42,GCN-Proposed,fixed_adjacency,proposed,0,7.032612323760986,2.6519072992397352,2.1002907752990723
42,GCN-Proposed,fixed_adjacency,proposed,1,20.59169578552246,4.537807376423382,3.731076717376709
42,GCN-Proposed,fixed_adjacency,proposed,2,90.31755065917969,9.503554632829744,7.79978609085083
42,GCN-Proposed,fixed_adjacency,proposed,3,14.790809631347656,3.845882165556773,2.9677653312683105
42,GCN-Proposed,fixed_adjacency,proposed,4,126.09288024902344,11.229108613288208,8.228487968444824
2024,Independent,fixed_adjacency,none,0,5.85341215133667,2.4193825971385077,1.9071683883666992
2024,Independent,fixed_adjacency,none,1,62.31542205810547,7.894011784771129,6.505449295043945
2024,Independent,fixed_adjacency,none,2,91.7583999633789,9.579060494817794,7.933836936950684
2024,Independent,fixed_adjacency,none,3,30.011981964111328,5.478319264529161,4.319070339202881
2024,Independent,fixed_adjacency,none,4,133.1633758544922,11.539643662370697,8.81787395477295
2024,GCN-FedAvg,fixed_adjacency,fedavg,0,7.5021281242370605,2.739001300517592,2.17524790763855
2024,GCN-FedAvg,fixed_adjacency,fedavg,1,34.14301681518555,5.843202616304311,4.305294990539551
2024,GCN-FedAvg,fixed_adjacency,fedavg,2,79.07646179199219,8.89249468889311,7.099697589874268
2024,GCN-FedAvg,fixed_adjacency,fedavg,3,20.688007354736328,4.548407122799841,3.4450411796569824
2024,GCN-FedAvg,fixed_adjacency,fedavg,4,133.38067626953125,11.549055211121438,8.711180686950684
2024,GCN-Proposed,fixed_adjacency,proposed,0,7.740379810333252,2.7821538078138763,2.223798990249634
2024,GCN-Proposed,fixed_adjacency,proposed,1,34.674842834472656,5.888534863144877,4.334217071533203
2024,GCN-Proposed,fixed_adjacency,proposed,2,78.59980010986328,8.865652830438561,7.110504150390625
2024,GCN-Proposed,fixed_adjacency,proposed,3,21.03472328186035,4.586362750792871,3.477273941040039
2024,GCN-Proposed,fixed_adjacency,proposed,4,123.29158020019531,11.103674175703974,8.290336608886719
2025,Independent,fixed_adjacency,none,0,8.527831077575684,2.9202450372487037,2.4223971366882324
2025,Independent,fixed_adjacency,none,1,425.86572265625,20.636514304897762,17.85649299621582
2025,Independent,fixed_adjacency,none,2,128.47816467285156,11.334820892843943,9.726888656616211
2025,Independent,fixed_adjacency,none,3,24.574167251586914,4.957233830634471,3.9886298179626465
2025,Independent,fixed_adjacency,none,4,273.8243103027344,16.547637604888934,12.355353355407715
2025,GCN-FedAvg,fixed_adjacency,fedavg,0,5.2327656745910645,2.287523917818361,1.8476618528366089
2025,GCN-FedAvg,fixed_adjacency,fedavg,1,22.266796112060547,4.718770614477943,3.609987497329712
2025,GCN-FedAvg,fixed_adjacency,fedavg,2,100.04429626464844,10.002214568016846,7.543788909912109
2025,GCN-FedAvg,fixed_adjacency,fedavg,3,22.171348571777344,4.708646150623058,3.4925601482391357
2025,GCN-FedAvg,fixed_adjacency,fedavg,4,356.7710876464844,18.888384993071387,14.482087135314941
2025,GCN-Proposed,fixed_adjacency,proposed,0,5.171792984008789,2.274157642734731,1.835054874420166
2025,GCN-Proposed,fixed_adjacency,proposed,1,21.751779556274414,4.663880311100877,3.569432497024536
2025,GCN-Proposed,fixed_adjacency,proposed,2,98.31047821044922,9.915164053632658,7.523427486419678
2025,GCN-Proposed,fixed_adjacency,proposed,3,21.682092666625977,4.656403404627436,3.4736781120300293
2025,GCN-Proposed,fixed_adjacency,proposed,4,346.437744140625,18.612838153828797,14.290352821350098
